method,solution_id,policy,realized_points,mean_weekly_points,total_autosubs,substitute_points,total_planned_absences,design,design_family,xi_cap,bench_budget_rule,delta,is_nondominated,is_compromise,xi_score,bench_score,xi_spend,bench_spend,total_spend,formation,captain,vice_captain
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.000",sequential,761.0,63.416666666666664,14,47.0,28,Joint Pareto δ=0.0%,Joint Pareto,,endogenous,0.0,True,False,64.72332019702876,13.039059224810567,82.89999999999999,17.0,99.89999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.000",static,737.0,61.416666666666664,18,75.0,32,Joint Pareto δ=0.0%,Joint Pareto,,endogenous,0.0,True,False,64.72332019702876,13.039059224810567,82.89999999999999,17.0,99.89999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.005",sequential,786.0,65.5,14,69.0,23,Joint Pareto δ=0.5%,Joint Pareto,,endogenous,0.005,True,False,64.40409590550297,15.232444714627722,80.7,19.3,100.0,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.005",static,763.0,63.583333333333336,17,78.0,26,Joint Pareto δ=0.5%,Joint Pareto,,endogenous,0.005,True,False,64.40409590550297,15.232444714627722,80.7,19.3,100.0,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.010",sequential,718.0,59.833333333333336,10,46.0,19,Joint Pareto δ=1.0%,Joint Pareto,,endogenous,0.01,True,False,64.11106585875434,15.892961582496309,78.49999999999999,21.5,99.99999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.010",static,695.0,57.916666666666664,14,77.0,23,Joint Pareto δ=1.0%,Joint Pareto,,endogenous,0.01,True,False,64.11106585875434,15.892961582496309,78.49999999999999,21.5,99.99999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.020",sequential,718.0,59.833333333333336,10,46.0,19,Joint Pareto δ=2.0%,Joint Pareto,,endogenous,0.02,True,False,63.42922950713217,16.574797934118482,77.6,22.4,100.0,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.020",static,692.0,57.666666666666664,15,68.0,24,Joint Pareto δ=2.0%,Joint Pareto,,endogenous,0.02,True,False,63.42922950713217,16.574797934118482,77.6,22.4,100.0,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.050",sequential,718.0,59.833333333333336,10,46.0,19,Joint Pareto δ=5.0%,Joint Pareto,,endogenous,0.05,True,True,61.488049506382794,18.515977934867863,73.7,26.3,100.0,3-4-3,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.050",static,714.0,59.5,10,54.0,19,Joint Pareto δ=5.0%,Joint Pareto,,endogenous,0.05,True,True,61.488049506382794,18.515977934867863,73.7,26.3,100.0,3-4-3,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.100",sequential,725.0,60.416666666666664,10,46.0,19,Joint Pareto δ=10.0%,Joint Pareto,,endogenous,0.1,True,False,58.296903530235625,21.707123911015028,67.80000000000001,32.2,100.00000000000001,5-3-2,Bukayo Saka,Son Heung-min
"ARIMA(1,0,1)","ARIMA(1,0,1) | joint_pareto | delta=0.100",static,632.0,52.666666666666664,14,87.0,23,Joint Pareto δ=10.0%,Joint Pareto,,endogenous,0.1,True,False,58.296903530235625,21.707123911015028,67.80000000000001,32.2,100.00000000000001,5-3-2,Bukayo Saka,Son Heung-min
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",sequential,569.0,47.416666666666664,12,41.0,22,"Two-stage actual remainder, XI cap £55m",Two-stage,55.0,actual_remainder,,,False,51.64162620880606,22.496347168696445,55.0,36.0,91.0,5-3-2,Bukayo Saka,Douglas Luiz Soares de Paulo
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=55",static,513.0,42.75,21,103.0,31,"Two-stage actual remainder, XI cap £55m",Two-stage,55.0,actual_remainder,,,False,51.64162620880606,22.496347168696445,55.0,36.0,91.0,5-3-2,Bukayo Saka,Douglas Luiz Soares de Paulo
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",sequential,671.0,55.916666666666664,15,61.0,30,"Two-stage actual remainder, XI cap £60m",Two-stage,60.0,actual_remainder,,,False,56.62590396366319,18.395698454136987,59.6,26.1,85.7,3-5-2,Bukayo Saka,Cole Palmer
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=60",static,626.0,52.166666666666664,14,65.0,29,"Two-stage actual remainder, XI cap £60m",Two-stage,60.0,actual_remainder,,,False,56.62590396366319,18.395698454136987,59.6,26.1,85.7,3-5-2,Bukayo Saka,Cole Palmer
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=65",sequential,662.0,55.166666666666664,16,67.0,31,"Two-stage actual remainder, XI cap £65m",Two-stage,65.0,actual_remainder,,,False,59.940014747472354,18.337381866740916,64.80000000000001,30.3,95.10000000000001,3-4-3,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=65",static,628.0,52.333333333333336,12,48.0,27,"Two-stage actual remainder, XI cap £65m",Two-stage,65.0,actual_remainder,,,False,59.940014747472354,18.337381866740916,64.80000000000001,30.3,95.10000000000001,3-4-3,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=70",sequential,743.0,61.916666666666664,15,57.0,34,"Two-stage actual remainder, XI cap £70m",Two-stage,70.0,actual_remainder,,,False,61.96341251042696,16.800300662909063,69.8,29.799999999999997,99.6,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=70",static,691.0,57.583333333333336,10,52.0,29,"Two-stage actual remainder, XI cap £70m",Two-stage,70.0,actual_remainder,,,False,61.96341251042696,16.800300662909063,69.8,29.799999999999997,99.6,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=75",sequential,681.0,56.75,15,46.0,28,"Two-stage actual remainder, XI cap £75m",Two-stage,75.0,actual_remainder,,,False,63.156081606239844,16.49171940410328,75.0,23.900000000000002,98.9,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=75",static,663.0,55.25,12,54.0,25,"Two-stage actual remainder, XI cap £75m",Two-stage,75.0,actual_remainder,,,False,63.156081606239844,16.49171940410328,75.0,23.900000000000002,98.9,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=80",sequential,777.0,64.75,12,42.0,21,"Two-stage actual remainder, XI cap £80m",Two-stage,80.0,actual_remainder,,,False,64.23834986652562,15.470430566087263,79.69999999999999,20.0,99.69999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=80",static,758.0,63.166666666666664,19,91.0,28,"Two-stage actual remainder, XI cap £80m",Two-stage,80.0,actual_remainder,,,False,64.23834986652562,15.470430566087263,79.69999999999999,20.0,99.69999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=83.5",sequential,761.0,63.416666666666664,14,47.0,28,"Two-stage actual remainder, XI cap £83.5m",Two-stage,83.5,actual_remainder,,,False,64.72332019702876,13.039059224810567,82.89999999999999,17.0,99.89999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | actual_remainder | xi_cap=83.5",static,737.0,61.416666666666664,18,75.0,32,"Two-stage actual remainder, XI cap £83.5m",Two-stage,83.5,actual_remainder,,,False,64.72332019702876,13.039059224810567,82.89999999999999,17.0,99.89999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",sequential,569.0,47.416666666666664,12,41.0,22,"Two-stage fixed allocation, XI cap £55m",Two-stage,55.0,fixed_split,,,False,51.64162620880606,22.496347168696445,55.0,36.0,91.0,5-3-2,Bukayo Saka,Douglas Luiz Soares de Paulo
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=55",static,513.0,42.75,21,103.0,31,"Two-stage fixed allocation, XI cap £55m",Two-stage,55.0,fixed_split,,,False,51.64162620880606,22.496347168696445,55.0,36.0,91.0,5-3-2,Bukayo Saka,Douglas Luiz Soares de Paulo
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",sequential,671.0,55.916666666666664,15,61.0,30,"Two-stage fixed allocation, XI cap £60m",Two-stage,60.0,fixed_split,,,False,56.62590396366319,18.395698454136987,59.6,26.1,85.7,3-5-2,Bukayo Saka,Cole Palmer
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=60",static,626.0,52.166666666666664,14,65.0,29,"Two-stage fixed allocation, XI cap £60m",Two-stage,60.0,fixed_split,,,False,56.62590396366319,18.395698454136987,59.6,26.1,85.7,3-5-2,Bukayo Saka,Cole Palmer
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",sequential,662.0,55.166666666666664,16,67.0,31,"Two-stage fixed allocation, XI cap £65m",Two-stage,65.0,fixed_split,,,False,59.940014747472354,18.337381866740916,64.80000000000001,30.3,95.10000000000001,3-4-3,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=65",static,628.0,52.333333333333336,12,48.0,27,"Two-stage fixed allocation, XI cap £65m",Two-stage,65.0,fixed_split,,,False,59.940014747472354,18.337381866740916,64.80000000000001,30.3,95.10000000000001,3-4-3,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",sequential,743.0,61.916666666666664,15,57.0,34,"Two-stage fixed allocation, XI cap £70m",Two-stage,70.0,fixed_split,,,False,61.96341251042696,16.800300662909063,69.8,29.799999999999997,99.6,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",static,691.0,57.583333333333336,10,52.0,29,"Two-stage fixed allocation, XI cap £70m",Two-stage,70.0,fixed_split,,,False,61.96341251042696,16.800300662909063,69.8,29.799999999999997,99.6,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=75",sequential,681.0,56.75,15,46.0,28,"Two-stage fixed allocation, XI cap £75m",Two-stage,75.0,fixed_split,,,False,63.156081606239844,16.49171940410328,75.0,23.900000000000002,98.9,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=75",static,663.0,55.25,12,54.0,25,"Two-stage fixed allocation, XI cap £75m",Two-stage,75.0,fixed_split,,,False,63.156081606239844,16.49171940410328,75.0,23.900000000000002,98.9,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=80",sequential,777.0,64.75,12,42.0,21,"Two-stage fixed allocation, XI cap £80m",Two-stage,80.0,fixed_split,,,False,64.23834986652562,15.470430566087263,79.69999999999999,20.0,99.69999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=80",static,758.0,63.166666666666664,19,91.0,28,"Two-stage fixed allocation, XI cap £80m",Two-stage,80.0,fixed_split,,,False,64.23834986652562,15.470430566087263,79.69999999999999,20.0,99.69999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=83.5",sequential,712.0,59.333333333333336,19,66.0,34,"Two-stage fixed allocation, XI cap £83.5m",Two-stage,83.5,fixed_split,,,False,64.72332019702876,12.32380019692485,82.89999999999999,16.5,99.39999999999999,3-5-2,Bukayo Saka,Ollie Watkins
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=83.5",static,717.0,59.75,17,55.0,32,"Two-stage fixed allocation, XI cap £83.5m",Two-stage,83.5,fixed_split,,,False,64.72332019702876,12.32380019692485,82.89999999999999,16.5,99.39999999999999,3-5-2,Bukayo Saka,Ollie Watkins
Simple average,Simple average | joint_pareto | delta=0.000,sequential,618.0,51.5,15,39.0,29,Joint Pareto δ=0.0%,Joint Pareto,,endogenous,0.0,True,False,62.90769230769231,10.326923076923077,83.39999999999999,16.6,100.0,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | joint_pareto | delta=0.000,static,625.0,52.083333333333336,12,30.0,26,Joint Pareto δ=0.0%,Joint Pareto,,endogenous,0.0,True,False,62.90769230769231,10.326923076923077,83.39999999999999,16.6,100.0,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | joint_pareto | delta=0.005,sequential,677.0,56.416666666666664,19,82.0,27,Joint Pareto δ=0.5%,Joint Pareto,,endogenous,0.005,True,False,62.61230769230769,13.886153846153846,81.5,18.4,99.9,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | joint_pareto | delta=0.005,static,653.0,54.416666666666664,20,87.0,28,Joint Pareto δ=0.5%,Joint Pareto,,endogenous,0.005,True,False,62.61230769230769,13.886153846153846,81.5,18.4,99.9,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | joint_pareto | delta=0.010,sequential,706.0,58.833333333333336,16,59.0,24,Joint Pareto δ=1.0%,Joint Pareto,,endogenous,0.01,True,False,62.298461538461545,14.186153846153847,81.19999999999999,18.7,99.89999999999999,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | joint_pareto | delta=0.010,static,705.0,58.75,16,59.0,24,Joint Pareto δ=1.0%,Joint Pareto,,endogenous,0.01,True,False,62.298461538461545,14.186153846153847,81.19999999999999,18.7,99.89999999999999,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | joint_pareto | delta=0.020,sequential,692.0,57.666666666666664,14,43.0,24,Joint Pareto δ=2.0%,Joint Pareto,,endogenous,0.02,True,True,61.65692307692308,15.384615384615387,78.7,21.1,99.80000000000001,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | joint_pareto | delta=0.020,static,660.0,55.0,18,71.0,28,Joint Pareto δ=2.0%,Joint Pareto,,endogenous,0.02,True,True,61.65692307692308,15.384615384615387,78.7,21.1,99.80000000000001,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | joint_pareto | delta=0.050,sequential,750.0,62.5,17,65.0,28,Joint Pareto δ=5.0%,Joint Pareto,,endogenous,0.05,True,False,59.77846153846154,17.312307692307694,76.5,23.499999999999996,100.0,4-5-1,Ollie Watkins,Bukayo Saka
Simple average,Simple average | joint_pareto | delta=0.050,static,706.0,58.833333333333336,23,96.0,34,Joint Pareto δ=5.0%,Joint Pareto,,endogenous,0.05,True,False,59.77846153846154,17.312307692307694,76.5,23.499999999999996,100.0,4-5-1,Ollie Watkins,Bukayo Saka
Simple average,Simple average | joint_pareto | delta=0.100,sequential,770.0,64.16666666666667,17,65.0,28,Joint Pareto δ=10.0%,Joint Pareto,,endogenous,0.1,True,False,56.636923076923075,20.453846153846154,72.0,28.0,100.0,5-3-2,Ollie Watkins,Phil Foden
Simple average,Simple average | joint_pareto | delta=0.100,static,757.0,63.083333333333336,19,108.0,30,Joint Pareto δ=10.0%,Joint Pareto,,endogenous,0.1,True,False,56.636923076923075,20.453846153846154,72.0,28.0,100.0,5-3-2,Ollie Watkins,Phil Foden
Simple average,Simple average | two_stage | actual_remainder | xi_cap=55,sequential,665.0,55.416666666666664,11,39.0,24,"Two-stage actual remainder, XI cap £55m",Two-stage,55.0,actual_remainder,,,False,47.20384615384615,20.0,55.0,34.7,89.7,4-5-1,Douglas Luiz Soares de Paulo,Cole Palmer
Simple average,Simple average | two_stage | actual_remainder | xi_cap=55,static,617.0,51.416666666666664,13,78.0,26,"Two-stage actual remainder, XI cap £55m",Two-stage,55.0,actual_remainder,,,False,47.20384615384615,20.0,55.0,34.7,89.7,4-5-1,Douglas Luiz Soares de Paulo,Cole Palmer
Simple average,Simple average | two_stage | actual_remainder | xi_cap=60,sequential,671.0,55.916666666666664,14,52.0,26,"Two-stage actual remainder, XI cap £60m",Two-stage,60.0,actual_remainder,,,False,52.78076923076923,18.346153846153847,60.00000000000001,26.3,86.30000000000001,3-4-3,Ollie Watkins,Douglas Luiz Soares de Paulo
Simple average,Simple average | two_stage | actual_remainder | xi_cap=60,static,630.0,52.5,14,72.0,26,"Two-stage actual remainder, XI cap £60m",Two-stage,60.0,actual_remainder,,,False,52.78076923076923,18.346153846153847,60.00000000000001,26.3,86.30000000000001,3-4-3,Ollie Watkins,Douglas Luiz Soares de Paulo
Simple average,Simple average | two_stage | actual_remainder | xi_cap=65,sequential,683.0,56.916666666666664,19,79.0,30,"Two-stage actual remainder, XI cap £65m",Two-stage,65.0,actual_remainder,,,False,56.300000000000004,18.230769230769234,64.9,33.1,98.0,3-4-3,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | actual_remainder | xi_cap=65,static,650.0,54.166666666666664,13,41.0,24,"Two-stage actual remainder, XI cap £65m",Two-stage,65.0,actual_remainder,,,False,56.300000000000004,18.230769230769234,64.9,33.1,98.0,3-4-3,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | actual_remainder | xi_cap=70,sequential,688.0,57.333333333333336,14,50.0,28,"Two-stage actual remainder, XI cap £70m",Two-stage,70.0,actual_remainder,,,False,59.38,16.576923076923077,70.0,26.800000000000004,96.80000000000001,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | actual_remainder | xi_cap=70,static,665.0,55.416666666666664,10,34.0,24,"Two-stage actual remainder, XI cap £70m",Two-stage,70.0,actual_remainder,,,False,59.38,16.576923076923077,70.0,26.800000000000004,96.80000000000001,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | actual_remainder | xi_cap=75,sequential,750.0,62.5,17,65.0,28,"Two-stage actual remainder, XI cap £75m",Two-stage,75.0,actual_remainder,,,False,61.14923076923077,15.941538461538462,74.3,25.700000000000003,100.0,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | actual_remainder | xi_cap=75,static,714.0,59.5,17,72.0,28,"Two-stage actual remainder, XI cap £75m",Two-stage,75.0,actual_remainder,,,False,61.14923076923077,15.941538461538462,74.3,25.700000000000003,100.0,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | actual_remainder | xi_cap=80,sequential,747.0,62.25,17,61.0,26,"Two-stage actual remainder, XI cap £80m",Two-stage,80.0,actual_remainder,,,False,62.18769230769231,14.615384615384617,79.60000000000001,20.1,99.70000000000002,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | actual_remainder | xi_cap=80,static,716.0,59.666666666666664,18,72.0,27,"Two-stage actual remainder, XI cap £80m",Two-stage,80.0,actual_remainder,,,False,62.18769230769231,14.615384615384617,79.60000000000001,20.1,99.70000000000002,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | actual_remainder | xi_cap=83.5,sequential,618.0,51.5,15,39.0,29,"Two-stage actual remainder, XI cap £83.5m",Two-stage,83.5,actual_remainder,,,False,62.90769230769231,10.326923076923077,83.39999999999999,16.6,100.0,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | actual_remainder | xi_cap=83.5,static,625.0,52.083333333333336,12,30.0,26,"Two-stage actual remainder, XI cap £83.5m",Two-stage,83.5,actual_remainder,,,False,62.90769230769231,10.326923076923077,83.39999999999999,16.6,100.0,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | fixed_split | xi_cap=55,sequential,665.0,55.416666666666664,11,39.0,24,"Two-stage fixed allocation, XI cap £55m",Two-stage,55.0,fixed_split,,,False,47.20384615384615,20.0,55.0,34.7,89.7,4-5-1,Douglas Luiz Soares de Paulo,Cole Palmer
Simple average,Simple average | two_stage | fixed_split | xi_cap=55,static,617.0,51.416666666666664,13,78.0,26,"Two-stage fixed allocation, XI cap £55m",Two-stage,55.0,fixed_split,,,False,47.20384615384615,20.0,55.0,34.7,89.7,4-5-1,Douglas Luiz Soares de Paulo,Cole Palmer
Simple average,Simple average | two_stage | fixed_split | xi_cap=60,sequential,671.0,55.916666666666664,14,52.0,26,"Two-stage fixed allocation, XI cap £60m",Two-stage,60.0,fixed_split,,,False,52.78076923076923,18.346153846153847,60.00000000000001,26.3,86.30000000000001,3-4-3,Ollie Watkins,Douglas Luiz Soares de Paulo
Simple average,Simple average | two_stage | fixed_split | xi_cap=60,static,630.0,52.5,14,72.0,26,"Two-stage fixed allocation, XI cap £60m",Two-stage,60.0,fixed_split,,,False,52.78076923076923,18.346153846153847,60.00000000000001,26.3,86.30000000000001,3-4-3,Ollie Watkins,Douglas Luiz Soares de Paulo
Simple average,Simple average | two_stage | fixed_split | xi_cap=65,sequential,683.0,56.916666666666664,19,79.0,30,"Two-stage fixed allocation, XI cap £65m",Two-stage,65.0,fixed_split,,,False,56.300000000000004,18.230769230769234,64.9,33.1,98.0,3-4-3,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | fixed_split | xi_cap=65,static,650.0,54.166666666666664,13,41.0,24,"Two-stage fixed allocation, XI cap £65m",Two-stage,65.0,fixed_split,,,False,56.300000000000004,18.230769230769234,64.9,33.1,98.0,3-4-3,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | fixed_split | xi_cap=70,sequential,688.0,57.333333333333336,14,50.0,28,"Two-stage fixed allocation, XI cap £70m",Two-stage,70.0,fixed_split,,,False,59.38,16.576923076923077,70.0,26.800000000000004,96.80000000000001,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | fixed_split | xi_cap=70,static,665.0,55.416666666666664,10,34.0,24,"Two-stage fixed allocation, XI cap £70m",Two-stage,70.0,fixed_split,,,False,59.38,16.576923076923077,70.0,26.800000000000004,96.80000000000001,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | fixed_split | xi_cap=75,sequential,720.0,60.0,16,53.0,29,"Two-stage fixed allocation, XI cap £75m",Two-stage,75.0,fixed_split,,,False,61.14923076923077,15.653846153846153,74.3,24.5,98.8,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | fixed_split | xi_cap=75,static,694.0,57.833333333333336,15,52.0,28,"Two-stage fixed allocation, XI cap £75m",Two-stage,75.0,fixed_split,,,False,61.14923076923077,15.653846153846153,74.3,24.5,98.8,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | fixed_split | xi_cap=80,sequential,754.0,62.833333333333336,16,67.0,24,"Two-stage fixed allocation, XI cap £80m",Two-stage,80.0,fixed_split,,,False,62.18769230769231,14.443076923076923,79.60000000000001,20.0,99.60000000000001,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | fixed_split | xi_cap=80,static,713.0,59.416666666666664,19,69.0,27,"Two-stage fixed allocation, XI cap £80m",Two-stage,80.0,fixed_split,,,False,62.18769230769231,14.443076923076923,79.60000000000001,20.0,99.60000000000001,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | fixed_split | xi_cap=83.5,sequential,618.0,51.5,15,39.0,29,"Two-stage fixed allocation, XI cap £83.5m",Two-stage,83.5,fixed_split,,,False,62.90769230769231,9.956153846153846,83.39999999999999,16.5,99.89999999999999,3-5-2,Ollie Watkins,Bukayo Saka
Simple average,Simple average | two_stage | fixed_split | xi_cap=83.5,static,625.0,52.083333333333336,12,30.0,26,"Two-stage fixed allocation, XI cap £83.5m",Two-stage,83.5,fixed_split,,,False,62.90769230769231,9.956153846153846,83.39999999999999,16.5,99.89999999999999,3-5-2,Ollie Watkins,Bukayo Saka
Weighted average,Weighted average | joint_pareto | delta=0.000,sequential,728.0,60.666666666666664,8,23.0,18,Joint Pareto δ=0.0%,Joint Pareto,,endogenous,0.0,True,False,65.60262108262108,15.025641025641026,80.2,19.4,99.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | joint_pareto | delta=0.000,static,721.0,60.083333333333336,8,23.0,18,Joint Pareto δ=0.0%,Joint Pareto,,endogenous,0.0,True,False,65.60262108262108,15.025641025641026,80.2,19.4,99.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | joint_pareto | delta=0.005,sequential,722.0,60.166666666666664,9,40.0,18,Joint Pareto δ=0.5%,Joint Pareto,,endogenous,0.005,True,False,65.27498575498575,15.495726495726496,74.9,21.7,96.60000000000001,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | joint_pareto | delta=0.005,static,704.0,58.666666666666664,14,38.0,23,Joint Pareto δ=0.5%,Joint Pareto,,endogenous,0.005,True,False,65.27498575498575,15.495726495726496,74.9,21.7,96.60000000000001,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | joint_pareto | delta=0.010,sequential,722.0,60.166666666666664,9,40.0,18,Joint Pareto δ=1.0%,Joint Pareto,,endogenous,0.01,True,False,64.96159544159543,15.809116809116809,73.39999999999999,23.2,96.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | joint_pareto | delta=0.010,static,697.0,58.083333333333336,14,43.0,23,Joint Pareto δ=1.0%,Joint Pareto,,endogenous,0.01,True,False,64.96159544159543,15.809116809116809,73.39999999999999,23.2,96.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | joint_pareto | delta=0.020,sequential,722.0,60.166666666666664,9,40.0,18,Joint Pareto δ=2.0%,Joint Pareto,,endogenous,0.02,True,False,64.3205698005698,16.45014245014245,71.39999999999999,25.199999999999996,96.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | joint_pareto | delta=0.020,static,706.0,58.833333333333336,13,40.0,22,Joint Pareto δ=2.0%,Joint Pareto,,endogenous,0.02,True,False,64.3205698005698,16.45014245014245,71.39999999999999,25.199999999999996,96.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | joint_pareto | delta=0.050,sequential,722.0,60.166666666666664,9,40.0,18,Joint Pareto δ=5.0%,Joint Pareto,,endogenous,0.05,True,True,62.3245584045584,18.446153846153848,72.4,24.2,96.60000000000001,3-4-3,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | joint_pareto | delta=0.050,static,675.0,56.25,15,130.0,24,Joint Pareto δ=5.0%,Joint Pareto,,endogenous,0.05,True,True,62.3245584045584,18.446153846153848,72.4,24.2,96.60000000000001,3-4-3,Bukayo Saka,Ollie Watkins
