series,name,team,position,value,role,is_captain,is_vice_captain,xi_cap,xi_spend,bench_spend,total_spend
"ARIMA (2,1,1)",Lewis Dunk,Brighton,DEF,5.1,XI,False,False,83.5,67.4,16.4,83.80000000000001
"ARIMA (2,1,1)",Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,83.5,67.4,16.4,83.80000000000001
"ARIMA (2,1,1)",Pascal Groß,Brighton,MID,6.5,XI,False,False,83.5,67.4,16.4,83.80000000000001
"ARIMA (2,1,1)",Cameron Archer,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,67.4,16.4,83.80000000000001
"ARIMA (2,1,1)",Caoimhin Kelleher,Liverpool,GK,3.7,Bench,False,False,83.5,67.4,16.4,83.80000000000001
"ARIMA (2,1,1)",Nuno Varela Tavares,Nott'm Forest,DEF,4.0,Bench,False,False,83.5,67.4,16.4,83.80000000000001
"ARIMA (2,1,1)",Rodrigo Muniz Carvalho,Fulham,FWD,4.4,Bench,False,False,83.5,67.4,16.4,83.80000000000001
"ARIMA (1,1,2)",Alex Iwobi,Fulham,MID,5.3,XI,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Bukayo Saka,Arsenal,MID,9.1,XI,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Chris Richards,Crystal Palace,DEF,3.9,XI,True,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Daniel Muñoz,Crystal Palace,DEF,4.5,XI,False,True,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Ederson Santana de Moraes,Man City,GK,5.5,XI,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Jakub Kiwior,Arsenal,DEF,4.3,XI,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",João Victor Gomes da Silva,Wolves,MID,4.9,XI,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Kai Havertz,Arsenal,MID,7.1,XI,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Lewis Dunk,Brighton,DEF,5.1,XI,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Rúben Gato Alves Dias,Man City,DEF,5.5,XI,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Cameron Archer,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Caoimhin Kelleher,Liverpool,GK,3.7,Bench,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Divin Mubama,West Ham,FWD,4.2,Bench,False,False,83.5,64.0,16.5,80.5
"ARIMA (1,1,2)",Saša Lukić,Fulham,MID,4.3,Bench,False,False,83.5,64.0,16.5,80.5
"ARIMA (2,1,2)",Bukayo Saka,Arsenal,MID,9.1,XI,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Chris Richards,Crystal Palace,DEF,3.9,XI,False,True,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Daniel Muñoz,Crystal Palace,DEF,4.5,XI,True,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Ederson Santana de Moraes,Man City,GK,5.5,XI,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Jordan Ayew,Crystal Palace,MID,5.4,XI,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",João Victor Gomes da Silva,Wolves,MID,4.9,XI,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Kai Havertz,Arsenal,MID,7.1,XI,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Lewis Dunk,Brighton,DEF,5.1,XI,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Nuno Varela Tavares,Nott'm Forest,DEF,4.0,XI,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Rayan Aït-Nouri,Wolves,DEF,4.5,XI,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Caoimhin Kelleher,Liverpool,GK,3.7,Bench,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Divin Mubama,West Ham,FWD,4.2,Bench,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Elliot Anderson,Newcastle,MID,4.2,Bench,False,False,83.5,62.8,16.5,79.30000000000001
"ARIMA (2,1,2)",Rodrigo Muniz Carvalho,Fulham,FWD,4.4,Bench,False,False,83.5,62.8,16.5,79.30000000000001
ICT Score,Alfie Doughty,Luton,DEF,4.6,XI,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Bruno Borges Fernandes,Man Utd,MID,8.2,XI,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Bukayo Saka,Arsenal,MID,9.1,XI,True,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,James Trafford,Burnley,GK,4.5,XI,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Martin Ødegaard,Arsenal,MID,8.4,XI,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Pascal Groß,Brighton,MID,6.5,XI,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Pedro Porro,Spurs,DEF,5.8,XI,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Phil Foden,Man City,MID,8.1,XI,False,True,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Cameron Archer,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Chris Richards,Crystal Palace,DEF,3.9,Bench,False,False,83.5,77.89999999999999,16.5,94.39999999999999
ICT Score,Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,77.89999999999999,16.5,94.39999999999999
Robust ICT Score,Antonee Robinson,Fulham,DEF,4.5,XI,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Bruno Borges Fernandes,Man Utd,MID,8.2,XI,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Bukayo Saka,Arsenal,MID,9.1,XI,True,False,83.5,76.2,16.5,92.7
Robust ICT Score,Daniel Muñoz,Crystal Palace,DEF,4.5,XI,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Julián Álvarez,Man City,FWD,6.7,XI,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Martin Ødegaard,Arsenal,MID,8.4,XI,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Pascal Groß,Brighton,MID,6.5,XI,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Phil Foden,Man City,MID,8.1,XI,False,True,83.5,76.2,16.5,92.7
Robust ICT Score,Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Cameron Archer,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Chris Richards,Crystal Palace,DEF,3.9,Bench,False,False,83.5,76.2,16.5,92.7
Robust ICT Score,Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,76.2,16.5,92.7
Involvement,Aymeric Laporte,Man City,DEF,4.9,XI,False,False,83.5,69.7,16.5,86.2
Involvement,Bukayo Saka,Arsenal,MID,9.1,XI,True,False,83.5,69.7,16.5,86.2
Involvement,Enes Ünal,Bournemouth,FWD,5.0,XI,False,True,83.5,69.7,16.5,86.2
Involvement,Erling Haaland,Man City,FWD,14.4,XI,False,False,83.5,69.7,16.5,86.2
Involvement,Gabriel Martinelli Silva,Arsenal,MID,7.7,XI,False,False,83.5,69.7,16.5,86.2
Involvement,Hugo Lloris,Spurs,GK,4.7,XI,False,False,83.5,69.7,16.5,86.2
Involvement,Jake O'Brien,Crystal Palace,DEF,4.0,XI,False,False,83.5,69.7,16.5,86.2
Involvement,Leandro Trossard,Arsenal,MID,6.5,XI,False,False,83.5,69.7,16.5,86.2
Involvement,Morgan Rogers,Aston Villa,MID,5.0,XI,False,False,83.5,69.7,16.5,86.2
Involvement,Oscar Bobb,Man City,MID,4.4,XI,False,False,83.5,69.7,16.5,86.2
Involvement,Valintino Adedokun,Brentford,DEF,4.0,XI,False,False,83.5,69.7,16.5,86.2
Involvement,Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,69.7,16.5,86.2
Involvement,Cameron Archer,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,69.7,16.5,86.2
Involvement,Chris Richards,Crystal Palace,DEF,3.9,Bench,False,False,83.5,69.7,16.5,86.2
Involvement,Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,69.7,16.5,86.2
Linear Regression,Bukayo Saka,Arsenal,MID,9.1,XI,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Cole Palmer,Chelsea,MID,5.8,XI,False,True,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Conor Bradley,Liverpool,DEF,4.1,XI,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Daniel Muñoz,Crystal Palace,DEF,4.5,XI,True,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Pascal Groß,Brighton,MID,6.5,XI,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Phil Foden,Man City,MID,8.1,XI,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Rasmus Højlund,Man Utd,FWD,7.2,XI,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Richarlison de Andrade,Spurs,MID,7.2,XI,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Caoimhin Kelleher,Liverpool,GK,3.7,Bench,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Chris Richards,Crystal Palace,DEF,3.9,Bench,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Jarrad Branthwaite,Everton,DEF,4.2,Bench,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Linear Regression,Jayden Danns,Liverpool,FWD,4.5,Bench,False,False,83.5,71.10000000000001,16.3,87.40000000000002
Hybrid Simple Avg. 1:2 (Higher Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Julián Álvarez,Man City,FWD,6.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),George Baldock,Sheffield Utd,DEF,3.8,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 1:2 (Higher Total Points),Pape Matar Sarr,Spurs,MID,4.4,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Julián Álvarez,Man City,FWD,6.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),George Baldock,Sheffield Utd,DEF,3.8,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simple Avg. 2:1 (Lower Total Points),Pape Matar Sarr,Spurs,MID,4.4,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Weighted 1:2 (Higher Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,True,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Cole Palmer,Chelsea,MID,5.8,XI,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,False,True,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Pascal Groß,Brighton,MID,6.5,XI,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Virgil van Dijk,Liverpool,DEF,6.4,XI,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Cameron Archer,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Chris Richards,Crystal Palace,DEF,3.9,Bench,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 1:2 (Higher Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,80.2,16.5,96.7
Hybrid Weighted 2:1 (Lower Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,True,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Cole Palmer,Chelsea,MID,5.8,XI,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,False,True,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Pascal Groß,Brighton,MID,6.5,XI,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Trent Alexander-Arnold,Liverpool,DEF,8.6,XI,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Virgil van Dijk,Liverpool,DEF,6.4,XI,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Ameen Al-Dakhil,Burnley,DEF,3.8,Bench,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Cameron Archer,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,83.1,16.5,99.6
Hybrid Weighted 2:1 (Lower Total Points),Jarrad Branthwaite,Everton,DEF,4.2,Bench,False,False,83.5,83.1,16.5,99.6
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Chris Richards,Crystal Palace,DEF,3.9,XI,False,True,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Cole Palmer,Chelsea,MID,5.8,XI,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Conor Bradley,Liverpool,DEF,4.1,XI,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Daniel Muñoz,Crystal Palace,DEF,4.5,XI,True,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Ederson Santana de Moraes,Man City,GK,5.5,XI,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Jakub Kiwior,Arsenal,DEF,4.3,XI,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Lewis Dunk,Brighton,DEF,5.1,XI,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Luis Díaz,Liverpool,MID,7.5,XI,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Richarlison de Andrade,Spurs,MID,7.2,XI,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Cameron Archer,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Caoimhin Kelleher,Liverpool,GK,3.7,Bench,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),Carney Chukwuemeka,Chelsea,MID,4.2,Bench,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 1:2 (Higher Total Points),William Osula,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,65.8,16.5,82.3
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Chris Richards,Crystal Palace,DEF,3.9,XI,False,True,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Conor Bradley,Liverpool,DEF,4.1,XI,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Daniel Muñoz,Crystal Palace,DEF,4.5,XI,True,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Ederson Santana de Moraes,Man City,GK,5.5,XI,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Jakub Kiwior,Arsenal,DEF,4.3,XI,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Luis Díaz,Liverpool,MID,7.5,XI,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Richarlison de Andrade,Spurs,MID,7.2,XI,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Cameron Archer,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Caoimhin Kelleher,Liverpool,GK,3.7,Bench,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),Carney Chukwuemeka,Chelsea,MID,4.2,Bench,False,False,83.5,68.2,16.5,84.7
Hybrid Exponential Smoothing 2:1 (Lower Total Points),William Osula,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,68.2,16.5,84.7
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Julián Álvarez,Man City,FWD,6.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Ameen Al-Dakhil,Burnley,DEF,3.8,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 1:2 (Higher Total Points),Pape Matar Sarr,Spurs,MID,4.4,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Julián Álvarez,Man City,FWD,6.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,82.8,16.5,99.3
