series,name,team,position,value,role,is_captain,is_vice_captain,xi_cap,xi_spend,bench_spend,total_spend
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,True,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Ameen Al-Dakhil,Burnley,DEF,3.8,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Simulation (Non Parametric) 2:1 (Lower Total Points),Pape Matar Sarr,Spurs,MID,4.4,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Julián Álvarez,Man City,FWD,6.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Ameen Al-Dakhil,Burnley,DEF,3.8,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 1:2 (Higher Total Points),Pape Matar Sarr,Spurs,MID,4.4,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid Monte Carlo 2:1 (Lower Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Julián Álvarez,Man City,FWD,6.7,XI,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Pedro Porro,Spurs,DEF,5.8,XI,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Ameen Al-Dakhil,Burnley,DEF,3.8,Bench,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,83.4,16.5,99.9
Hybrid Monte Carlo 2:1 (Lower Total Points),Pape Matar Sarr,Spurs,MID,4.4,Bench,False,False,83.5,83.4,16.5,99.9
Hybrid ARIMA 1:2 (Higher Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,True,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,True,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Son Heung-min,Spurs,MID,9.6,XI,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Cameron Archer,Sheffield Utd,FWD,4.3,Bench,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Chris Richards,Crystal Palace,DEF,3.9,Bench,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 1:2 (Higher Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,83.49999999999999,16.5,99.99999999999999
Hybrid ARIMA 2:1 (Lower Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,True,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Julián Álvarez,Man City,FWD,6.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,True,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Alphonse Areola,West Ham,GK,4.2,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),George Baldock,Sheffield Utd,DEF,3.8,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid ARIMA 2:1 (Lower Total Points),Pape Matar Sarr,Spurs,MID,4.4,Bench,False,False,83.5,82.8,16.5,99.3
Hybrid ICT Score 1:2 (Higher Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Julián Álvarez,Man City,FWD,6.7,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Caoimhin Kelleher,Liverpool,GK,3.7,Bench,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),James McAtee,Sheffield Utd,MID,4.4,Bench,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 1:2 (Higher Total Points),Jarrad Branthwaite,Everton,DEF,4.2,Bench,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Julián Álvarez,Man City,FWD,6.7,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),William Saliba,Arsenal,DEF,5.7,XI,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Caoimhin Kelleher,Liverpool,GK,3.7,Bench,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),James McAtee,Sheffield Utd,MID,4.4,Bench,False,False,83.5,82.8,16.4,99.2
Hybrid ICT Score 2:1 (Lower Total Points),Jarrad Branthwaite,Everton,DEF,4.2,Bench,False,False,83.5,82.8,16.4,99.2
Hybrid Linear Regression 1:2 (Higher Total Points),Alejandro Garnacho,Man Utd,MID,5.0,XI,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Cole Palmer,Chelsea,MID,5.8,XI,False,True,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Conor Bradley,Liverpool,DEF,4.1,XI,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Daniel Muñoz,Crystal Palace,DEF,4.5,XI,True,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Jordan Pickford,Everton,GK,4.6,XI,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Lewis Dunk,Brighton,DEF,5.1,XI,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Rasmus Højlund,Man Utd,FWD,7.2,XI,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Richarlison de Andrade,Spurs,MID,7.2,XI,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Caoimhin Kelleher,Liverpool,GK,3.7,Bench,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Chris Richards,Crystal Palace,DEF,3.9,Bench,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Jayden Danns,Liverpool,FWD,4.5,Bench,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 1:2 (Higher Total Points),Rodrigo Muniz Carvalho,Fulham,FWD,4.4,Bench,False,False,83.5,65.9,16.5,82.40000000000002
Hybrid Linear Regression 2:1 (Lower Total Points),Alejandro Garnacho,Man Utd,MID,5.0,XI,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Cole Palmer,Chelsea,MID,5.8,XI,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Conor Bradley,Liverpool,DEF,4.1,XI,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Daniel Muñoz,Crystal Palace,DEF,4.5,XI,True,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Lewis Dunk,Brighton,DEF,5.1,XI,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Phil Foden,Man City,MID,8.1,XI,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Rasmus Højlund,Man Utd,FWD,7.2,XI,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Richarlison de Andrade,Spurs,MID,7.2,XI,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Thomas Kaminski,Luton,GK,4.5,XI,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Caoimhin Kelleher,Liverpool,GK,3.7,Bench,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Chris Richards,Crystal Palace,DEF,3.9,Bench,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Jayden Danns,Liverpool,FWD,4.5,Bench,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Hybrid Linear Regression 2:1 (Lower Total Points),Rodrigo Muniz Carvalho,Fulham,FWD,4.4,Bench,False,False,83.5,65.80000000000001,16.5,82.30000000000003
Simple Avg. (Budget = 55),Anthony Gordon,Newcastle,MID,6.1,XI,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Carlton Morris,Luton,FWD,5.0,XI,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Cole Palmer,Chelsea,MID,5.8,XI,False,True,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Conor Bradley,Liverpool,DEF,4.1,XI,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Declan Rice,Arsenal,MID,5.4,XI,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,True,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Jarrad Branthwaite,Everton,DEF,4.2,XI,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Scott McTominay,Man Utd,MID,4.6,XI,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Vitalii Mykolenko,Everton,DEF,4.6,XI,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Erling Haaland,Man City,FWD,14.4,Bench,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Jordan Pickford,Everton,GK,4.6,Bench,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 55),Ollie Watkins,Aston Villa,FWD,8.8,Bench,False,False,55.0,55.0,34.7,89.7
Simple Avg. (Budget = 60),Anthony Gordon,Newcastle,MID,6.1,XI,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Carlton Morris,Luton,FWD,5.0,XI,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Cole Palmer,Chelsea,MID,5.8,XI,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Conor Bradley,Liverpool,DEF,4.1,XI,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Declan Rice,Arsenal,MID,5.4,XI,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,True,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),James Tarkowski,Everton,DEF,4.6,XI,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,XI,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Vitalii Mykolenko,Everton,DEF,4.6,XI,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Bukayo Saka,Arsenal,MID,9.1,Bench,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Jordan Pickford,Everton,GK,4.6,Bench,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 60),William Saliba,Arsenal,DEF,5.7,Bench,False,False,60.0,60.00000000000001,26.3,86.30000000000001
Simple Avg. (Budget = 65),Anthony Gordon,Newcastle,MID,6.1,XI,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Carlton Morris,Luton,FWD,5.0,XI,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Cole Palmer,Chelsea,MID,5.8,XI,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Jarrad Branthwaite,Everton,DEF,4.2,XI,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,XI,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Vitalii Mykolenko,Everton,DEF,4.6,XI,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),William Saliba,Arsenal,DEF,5.7,XI,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Jordan Pickford,Everton,GK,4.6,Bench,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Mohamed Salah,Liverpool,MID,13.0,Bench,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 65),Trent Alexander-Arnold,Liverpool,DEF,8.6,Bench,False,False,65.0,64.9,33.1,98.0
Simple Avg. (Budget = 70),Anthony Gordon,Newcastle,MID,6.1,XI,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Cole Palmer,Chelsea,MID,5.8,XI,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Vitalii Mykolenko,Everton,DEF,4.6,XI,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),William Saliba,Arsenal,DEF,5.7,XI,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Jordan Pickford,Everton,GK,4.6,Bench,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Julián Álvarez,Man City,FWD,6.7,Bench,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 70),Trent Alexander-Arnold,Liverpool,DEF,8.6,Bench,False,False,70.0,70.0,26.800000000000004,96.8
Simple Avg. (Budget = 75),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Cole Palmer,Chelsea,MID,5.8,XI,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Phil Foden,Man City,MID,8.1,XI,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),William Saliba,Arsenal,DEF,5.7,XI,False,False,75.0,74.3,24.5,98.79999999999998
