bootstrap,model,cost_spearman,normalized_cost_rmse,top15_jaccard,squad_jaccard,xi_jaccard,captain_same
26,Full Ridge,0.998613413505375,0.06409831553496731,0.875,0.5789473684210527,0.8333333333333334,True
26,Reduced Ridge,0.9988712992576737,0.05609132153221777,0.875,0.5,0.8333333333333334,True
26,Parsimonious Ridge,0.9988236684238889,0.06044257390424207,0.875,0.6666666666666666,0.8333333333333334,True
26,Full LASSO,0.9898935989938837,0.05804778757958597,0.875,1.0,0.8333333333333334,True
27,Full Ridge,0.9978863244521137,0.059001961856896,1.0,0.5789473684210527,0.8333333333333334,True
27,Reduced Ridge,0.9983178356365773,0.04848080909317883,0.875,0.875,1.0,True
27,Parsimonious Ridge,0.998111289505646,0.04876895103298376,0.875,0.5,0.5714285714285714,True
27,Full LASSO,0.9961278003496509,0.051795310635858335,0.875,0.875,1.0,True
28,Full Ridge,0.9601017382941549,0.06750090733397998,0.875,0.5,0.8333333333333334,True
28,Reduced Ridge,0.961239252615961,0.057655224698709304,0.875,0.5789473684210527,0.8333333333333334,True
28,Parsimonious Ridge,0.961409356783511,0.053356992470349286,1.0,0.6666666666666666,0.8333333333333334,True
28,Full LASSO,0.9909776668408369,0.07265059891848491,0.875,1.0,0.8333333333333334,True
29,Full Ridge,0.9993617343257521,0.04104862346949475,0.875,0.5789473684210527,0.8333333333333334,True
29,Reduced Ridge,0.9994208040605641,0.03777554214230109,0.875,0.5789473684210527,0.8333333333333334,True
29,Parsimonious Ridge,0.9964966334105797,0.04071145254628092,0.875,0.6666666666666666,0.8333333333333334,True
29,Full LASSO,0.9980224765366206,0.05087390277162806,0.875,0.875,1.0,True
30,Full Ridge,0.9994516411708009,0.049983356659635735,0.875,0.875,1.0,True
30,Reduced Ridge,0.9994505160329951,0.04691513842780428,0.875,0.875,1.0,True
30,Parsimonious Ridge,0.9993687976908673,0.049835352401994715,0.875,0.6666666666666666,0.6923076923076923,True
30,Full LASSO,0.9971321379605935,0.06275498627847118,0.875,0.875,1.0,True
31,Full Ridge,0.9974656895997742,0.05611778737328864,0.875,0.5789473684210527,0.6923076923076923,True
31,Reduced Ridge,0.9976034356374607,0.04954253494543112,0.875,0.5,0.6923076923076923,True
31,Parsimonious Ridge,0.9958020483383789,0.05356157685793392,1.0,0.7647058823529411,1.0,True
