model,position,alpha,cv_rmse_mean,cv_rmse_se,cv_mae_mean,folds,one_se_threshold,selected,selection_rule
Parsimonious Ridge,MID,316.2277660168379,2.1002690246775813,0.063714774750217,1.0995673825218237,3,2.161430830749699,False,minimum rolling-origin RMSE
Parsimonious Ridge,MID,1000.0,2.106246724154803,0.06466460203019934,1.113499008432189,3,2.161430830749699,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,0.001,2.2856434101162364,0.11373959700189488,1.205439616704256,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,0.0031622776601683794,2.285643244611824,0.11373977851160313,1.205439690793005,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,0.01,2.285642721263475,0.1137403524816876,1.2054399251001127,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,0.03162277660168379,2.285641066516225,0.11374216739437051,1.2054406662233133,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,0.1,2.2856358360003646,0.11374790525191357,1.2054430116498045,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,0.31622776601683794,2.285619318169136,0.11376603596783826,1.2054504463825715,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,1.0,2.285567308321909,0.11382323112986471,1.2054741339812174,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,3.1622776601683795,2.285405048825372,0.11400272580696816,1.2055507631528601,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,10.0,2.2849131041571322,0.11455720464174367,1.2058089598777972,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,31.622776601683793,2.283543617389304,0.11619528250694029,1.206761589529415,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,100.0,2.280537791099537,0.12055636297288848,1.210518718175071,3,2.407800032411763,False,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,316.2277660168379,2.277487467896604,0.13031256451515918,1.2242343989160942,3,2.407800032411763,True,minimum rolling-origin RMSE
Parsimonious Ridge,FWD,1000.0,2.288355464504503,0.14707246734209384,1.2631972860910066,3,2.407800032411763,False,minimum rolling-origin RMSE
Full LASSO,GK,9.999999999999999e-06,1.5053371971354341,0.1260770881196069,0.6734193554141502,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,2.1544346900318823e-05,1.5053317277782714,0.1260676070578931,0.6734214786835899,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,4.641588833612782e-05,1.5053199862475026,0.1260471577778655,0.6734260651717374,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.0001,1.5052947374293384,0.1260030802438268,0.6734359374444274,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.00021544346900318823,1.5052406260824338,0.12590807732368414,0.6734571920227893,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.00046415888336127773,1.5051256675609392,0.1257034804587237,0.6735030439287731,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.001,1.5048848678232127,0.12526251715191497,0.673601876607988,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.002154434690031882,1.504044927294938,0.12460342880443764,0.6735940857917129,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.004641588833612777,1.5019968439508293,0.12351421636349634,0.67336164919579,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.01,1.5007325646311263,0.12331233392226877,0.6742090842156069,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.021544346900318822,1.5003820067395075,0.12433866609116395,0.676984492480781,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.046415888336127774,1.500443117580155,0.12677206607345687,0.6832454369615863,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.1,1.5015434401731993,0.13082726213840598,0.6980226143183682,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.21544346900318823,1.510117714703278,0.13768834209174274,0.7327030155022173,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,GK,0.46415888336127725,1.5651830690293682,0.14581415883158486,0.8165012426769054,3,1.6247206728306716,True,one-standard-error (largest eligible alpha)
Full LASSO,GK,1.0,1.7949993937496738,0.1451214869931847,1.0811886301300315,3,1.6247206728306716,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,9.999999999999999e-06,2.018455152306425,0.049563767656792865,1.1188931150739851,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,2.1544346900318823e-05,2.018488617595764,0.04953674845398555,1.1189746474320408,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,4.641588833612782e-05,2.0184835317368472,0.04953337238466243,1.1189653822239733,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.0001,2.018473807138559,0.049523150397522184,1.118960050346544,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.00021544346900318823,2.0184543858953425,0.04949892094235075,1.1189509088035843,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.00046415888336127773,2.0184106811715568,0.049448544925256806,1.118925833432339,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.001,2.018318848094711,0.04933956849437159,1.1188716482893193,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.002154434690031882,2.0181326763997505,0.04910256313121391,1.1187548976961905,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.004641588833612777,2.017785597373385,0.048581766955359006,1.1185138014242442,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.01,2.0170078476128794,0.04763221416605562,1.1183000679363866,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.021544346900318822,2.015391248362073,0.04638605556668937,1.118488335129913,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.046415888336127774,2.0137311245026788,0.0455048392223965,1.1215825851203285,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.1,2.0129132229253535,0.04569720526650679,1.1318080156104104,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.21544346900318823,2.0189009578129533,0.046699577250537694,1.1556810123547188,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
Full LASSO,DEF,0.46415888336127725,2.0559762095959764,0.048584626272667575,1.2192822511983923,3,2.0586104281918605,True,one-standard-error (largest eligible alpha)
Full LASSO,DEF,1.0,2.226303736773264,0.053120199900961666,1.3895382456614656,3,2.0586104281918605,False,one-standard-error (largest eligible alpha)
