model,name,position,reference_cost,bootstrap_mean_cost,bootstrap_sd_cost,absolute_cv
Full LASSO,Micky van de Ven,DEF,1.411686778968567,1.4078561357250954,0.06289855467622633,0.04467683386117529
Full LASSO,Miguel Almirón Rejala,MID,2.0010374744202375,2.0270632989915343,0.10026931497605862,0.04946531024755995
Full LASSO,Mike Trésor,MID,0.36595079959929744,0.36690900101672586,0.01979000281343073,0.05393708728483493
Full LASSO,Mikkel Damsgaard,MID,1.7041858391343603,1.6969076396808276,0.0727355284382544,0.04286357532808048
Full LASSO,Milos Kerkez,DEF,1.1444252798446315,1.138565649697534,0.04253813137589721,0.037361158214458415
Full LASSO,Mohamed Dräger,DEF,0.3985724532106296,0.39940173073458335,0.02747323668026522,0.06878597303455894
Full LASSO,Mohamed Elneny,MID,0.4825427306848659,0.4820330149653946,0.020363684997641806,0.04224541549110226
Full LASSO,Mohamed Salah,MID,3.281376384977952,3.2902619775087762,0.11397705143614448,0.03464072229362182
Full LASSO,Mohammed Kudus,MID,2.954321034516207,2.969566325585692,0.06656125556964669,0.022414470084792165
Full LASSO,Moisés Caicedo Corozo,MID,2.1287880909997297,2.132198921407143,0.07461252567928016,0.03499322925744643
Full LASSO,Morgan Gibbs-White,MID,3.561168047753913,3.5542463459476297,0.08524950313891191,0.02398525449315269
Full LASSO,Morgan Rogers,MID,0.5858585820899113,0.5833870710774989,0.0359673773781405,0.06165268166075365
Full LASSO,Morgan Sanson,MID,0.2762447155466481,0.27671179720055256,0.020134787232846698,0.07276446988002322
Full LASSO,Moussa Diaby,MID,1.232060909705847,1.2385134041046761,0.03900302669580141,0.03149180829738115
Full LASSO,Moussa Niakhaté,DEF,1.7550940430500859,1.7455263093502706,0.06062614838736947,0.034732302837610085
Full LASSO,Murillo Santiago Costa dos Santos,DEF,1.6284879748447028,1.6263967399672452,0.07713046534883847,0.04742413917430247
Full LASSO,Mykhailo Mudryk,MID,0.9462093014135728,0.9464455672896287,0.029805065432129792,0.03149157908519099
Full LASSO,Myles Lewis-Skelly,MID,0.2762447155466481,0.27670995408191623,0.020135271251875586,0.07276670374465391
Full LASSO,Myles Peart-Harris,MID,0.2912852029861031,0.29156987945461166,0.02011363574498584,0.06898392859580994
Full LASSO,Máximo Perrone,MID,0.2762447155466481,0.2767166772180157,0.020133510217280944,0.0727585717626207
Full LASSO,Naouirou Ahamada,MID,0.7736903424098209,0.7738586563801451,0.04247426464582531,0.054886333952127477
Full LASSO,Nathan Aké,DEF,2.8694163050845645,2.8591981902907015,0.07385291868294118,0.02582994034262185
Full LASSO,Nathan Collins,DEF,1.4551243124088207,1.4483304378553616,0.05054833155988807,0.034901104222278385
Full LASSO,Nathan Fraser,FWD,0.49049895151169026,0.4881784099314224,0.046849348197792795,0.09596767748162813
Full LASSO,Nathan Patterson,DEF,0.5020492869900314,0.5025349035212205,0.026462073461419672,0.05265718515470689
Full LASSO,Nathan Redmond,MID,0.29919514054768964,0.2998901788700498,0.019992145985815606,0.06666489066478806
Full LASSO,Nathaniel Clyne,DEF,0.5379187487792692,0.5383981127106923,0.026587984032302742,0.049383501547654515
Full LASSO,Nathaniel Phillips,DEF,0.3985724532106296,0.39940173073458335,0.02747323668026522,0.06878597303455894
Full LASSO,Nayef Aguerd,DEF,0.8476384992000472,0.8457771880704947,0.03914132202907759,0.0462785265211187
Full LASSO,Neal Maupay,FWD,3.358806819421548,3.3517492219501515,0.16220666032369052,0.04839462906753915
Full LASSO,Neco Williams,DEF,1.599321853588155,1.5960173399148951,0.06566236029804697,0.04114138277567103
Full LASSO,Nick Pope,GK,0.23925394152262328,0.24032150132534602,0.029510147670593703,0.12279445454463525
