name,lag_expected_assists,lag_expected_goal_involvements,lag_expected_goals,lag_expected_goals_conceded,lag_ict_index,lag_selected,lag_starts,lag_total_points,history_gameweeks,team,position,value,model_prediction,cost_vector,model,future_total_points,future_mean_points,future_appearances
Lloyd Kelly,0.004035047916515156,0.008735447744878392,0.004700399828363236,0.8095626779149627,0.778025128489996,4964.851815738937,0.5419669708812392,0.5678687489712663,25,Bournemouth,DEF,4.5,1.0894050937934865,0.915559645519413,Full LASSO,23.0,1.9166666666666667,8
Lorenz Assignon,0.06740740740740743,0.07185185185185186,0.0044444444444444444,2.0951851851851853,2.8962962962962964,3747.851851851852,1.0,1.4444444444444449,4,Burnley,DEF,4.0,1.7389720873414505,1.640796206375782,Full LASSO,20.0,1.6666666666666667,11
Loris Karius,0.0,0.0,0.0,0.7999999999999999,1.0666666666666667,26606.69974226593,0.3333333333333333,0.3333333333333333,26,Newcastle,GK,3.9,0.9393482460160409,0.737343275121805,Full LASSO,0.0,0.0,0
Louie Marsh,0.0,0.0,0.0,0.0,0.0,2341.125097547064,0.0,0.0,26,Sheffield Utd,FWD,4.5,0.6247448340051164,0.4164965560034109,Full LASSO,0.0,0.0,0
Louie Watson,0.0,0.0,0.0,0.0,0.0,12707.004957509722,0.0,0.0,23,Luton,MID,4.4,0.41436707331997213,0.2762447155466481,Full LASSO,0.0,0.0,0
Loïc Mbe Soh,0.0,0.0,0.0,0.0,0.0,4983.53577134557,0.0,0.0,26,Nott'm Forest,DEF,4.0,0.5978586798159444,0.3985724532106296,Full LASSO,0.0,0.0,0
Luc De Fougerolles,0.0,0.0,0.0,0.0,0.0,8061.386558291075,0.0,0.0,26,Fulham,DEF,3.9,0.5978586798159444,0.3985724532106296,Full LASSO,0.0,0.0,0
Luca Barrington,0.0,0.0,0.0,0.0,0.0,246.4880805206975,0.0,0.0,12,Brighton,MID,4.5,0.41436707331997213,0.2762447155466481,Full LASSO,0.0,0.0,0
Luca Koleosho,0.0003995144569009728,0.002047117316707759,0.0016476028598067867,0.007185937141303688,0.036584623302297996,5697.443407938634,0.011147518036633565,0.04140455421802778,25,Burnley,MID,4.8,0.43514336128800046,0.3038970922646762,Full LASSO,0.0,0.0,0
Lucas Bergström,0.0,0.0,0.0,0.0,0.0,2946.4386187502682,0.0,0.0,25,Chelsea,GK,3.9,0.32697257145518904,0.21798171430345936,Full LASSO,0.0,0.0,0
Lucas Digne,0.01069551596353621,0.03161531277113442,0.02091979680759821,0.3995783903652088,0.5476190288442847,301324.9512411308,0.04985689850801882,0.8657937621482334,26,Aston Villa,DEF,4.6,0.71938414336264,0.7681873496245044,Full LASSO,26.0,2.1666666666666665,12
Lucas Tolentino Coelho de Lima,0.07385855422772557,0.11700373386949116,0.04314517964176559,0.15530546404257126,1.6206776766971027,145702.5813354078,0.39109977737909474,0.9134193235416852,26,West Ham,MID,6.0,1.2597124612767785,1.1442814153650807,Full LASSO,35.0,2.9166666666666665,12
Luis Díaz,0.13978903039011997,1.1033835863138,0.96359455592368,1.873102166490469,14.32363725527889,940103.7862121507,1.2977843509248472,8.412798981376522,25,Liverpool,MID,7.5,6.435559497977127,7.0946393257769245,Full LASSO,45.0,3.75,11
Luis Sinisterra,0.03488274963175735,0.08688083143687327,0.051998081805115906,0.36809162672401213,2.589215709612211,5383.906926409358,0.3258536695512767,1.6785210881755352,21,Bournemouth,MID,5.5,1.492285092142402,1.5543637574867797,Full LASSO,3.0,0.25,2
Lukasz Fabianski,0.0,0.0,0.0,0.12276764495023912,0.0655154570309781,133943.1890860077,0.018304948244490003,0.1306033971786145,26,West Ham,GK,4.2,0.3606010865422522,0.2839351900877063,Full LASSO,11.0,0.9166666666666666,5
Luke Berry,0.03111111111111111,0.08222222222222222,0.051111111111111114,0.04571861731777,0.7655335946881219,3051.54765880777,0.0,0.7208057458490902,23,Luton,MID,4.6,0.6960752217964623,0.7043187298140049,Full LASSO,25.0,2.0833333333333335,10
Luke Chambers,0.0,0.0,0.0,0.0,0.0,1874.4992124022642,0.0,0.0,18,Liverpool,DEF,4.0,0.5978586798159444,0.3985724532106296,Full LASSO,0.0,0.0,0
Luke Cundle,0.0,0.0,0.0,0.0,0.0,1010.9960604317966,0.0,0.0,26,Wolves,MID,4.5,0.41436707331997213,0.2762447155466481,Full LASSO,0.0,0.0,0
Luke Freeman,0.0,0.0,0.0,0.0,0.0,853.1202204438285,0.0,0.0,23,Luton,MID,4.9,0.41436707331997213,0.2762447155466481,Full LASSO,0.0,0.0,0
Luke Harris,4.4552394047661944e-07,1.2920194273821966e-05,1.2474670333345348e-05,0.00010068841054771606,9.356002750009007e-05,1807.3649717922544,0.0,8.910478809532391e-05,24,Fulham,MID,4.5,0.41441493263187157,0.2763063233506128,Full LASSO,0.0,0.0,0
Luke McNally,0.0,0.0,0.0,0.0,0.0,1043.2380959726554,0.0,0.0,25,Burnley,DEF,4.0,0.5978586798159444,0.3985724532106296,Full LASSO,0.0,0.0,0
Luke Plange,0.0,0.0,0.0,0.0,0.0,1012.7391223218071,0.0,0.0,26,Crystal Palace,FWD,4.5,0.6247448340051164,0.4164965560034109,Full LASSO,0.0,0.0,0
Luke Shaw,0.013969760065653616,0.014119625139000317,0.00014986507334670176,0.7345356133250942,0.9534606328479712,345299.40905292134,0.5706317819802181,1.0068921179771781,26,Man Utd,DEF,5.2,1.136928156235682,1.093582810149514,Full LASSO,0.0,0.0,0
Luke Thomas,0.00010444838895943369,0.00021901243379394685,0.00011456404483451319,0.0775578324073538,0.03480269051484728,6794.657465335178,0.03683752118008352,0.031102270610393293,23,Sheffield Utd,DEF,4.0,0.6283710634927173,0.42928146586527594,Full LASSO,0.0,0.0,0
Lyle Foster,0.004448838591513705,0.018147225774542173,0.01369838718302847,0.3897377398739776,0.8624198485627798,50093.22080884667,0.2711987177628386,0.6433542556772346,25,Burnley,FWD,4.7,1.043049622997575,0.9098178338907947,Full LASSO,23.0,1.9166666666666667,10
Mackenzie Hunt,0.0,0.0,0.0,0.0,0.0,723.0470424575013,0.0,0.0,21,Everton,MID,4.5,0.41436707331997213,0.2762447155466481,Full LASSO,0.0,0.0,0
Mads Bech Sørensen,0.0,0.0,0.0,0.0,0.0,7896.777802075125,0.0,0.0,25,Brentford,DEF,4.0,0.5978586798159444,0.3985724532106296,Full LASSO,0.0,0.0,0
Mads Bidstrup,0.0,0.0,0.0,0.0,0.0,128.86867539538136,0.0,0.0,25,Brentford,MID,4.5,0.41436707331997213,0.2762447155466481,Full LASSO,0.0,0.0,0
Mads Juel Andersen,0.0,3.796699330249191e-05,3.796699330249191e-05,0.014174641905094518,0.03166360467047546,68486.68508401852,0.0008917440121102337,0.050788352587778966,23,Luton,DEF,3.9,0.6035377143891733,0.4192879271220418,Full LASSO,0.0,0.0,0
