method,solution_id,GW,policy,weekly_points,base_points,captain_bonus,captain_used,planned_absences,autosubs_used,substitute_points,final_players,squad_members,planned_xi_members,bench_order,captain,vice_captain,cumulative_points
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",37,static,66.0,64.0,2.0,Bukayo Saka,0,0,0.0,11,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Douglas Luiz Soares de Paulo|Jakub Kiwior|Julián Álvarez|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Erling Haaland|Kieran Trippier|Chris Richards|Jordan Pickford,Bukayo Saka,Ollie Watkins,639.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",38,static,52.0,50.0,2.0,Ollie Watkins,5,3,9.0,9,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Douglas Luiz Soares de Paulo|Jakub Kiwior|Julián Álvarez|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Erling Haaland|Kieran Trippier|Chris Richards|Jordan Pickford,Bukayo Saka,Ollie Watkins,691.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",27,sequential,78.0,71.0,7.0,Bukayo Saka,1,1,0.0,11,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Erling Haaland|Jakub Kiwior|Julián Álvarez|Kieran Trippier|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Douglas Luiz Soares de Paulo|Lewis Dunk|Chris Richards|Jordan Pickford,Bukayo Saka,Ollie Watkins,78.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",28,sequential,42.0,40.0,2.0,Bukayo Saka,1,1,7.0,11,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Kieran Trippier|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Julián Álvarez|Lewis Dunk|Chris Richards|Jordan Pickford,Bukayo Saka,Ollie Watkins,120.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",29,sequential,6.0,4.0,2.0,Ollie Watkins,8,0,0.0,3,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jordan Pickford|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden,Julián Álvarez|Jakub Kiwior|Chris Richards|Đorđe Petrović,Bukayo Saka,Ollie Watkins,126.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",30,sequential,49.0,46.0,3.0,Bukayo Saka,1,1,6.0,11,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jordan Pickford|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden,Julián Álvarez|Jakub Kiwior|Chris Richards|Đorđe Petrović,Bukayo Saka,Ollie Watkins,175.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",31,sequential,55.0,55.0,0.0,,6,2,9.0,7,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Kieran Trippier|Ollie Watkins|Pedro Porro|Phil Foden,Julián Álvarez|Lewis Dunk|Chris Richards|Đorđe Petrović,Bukayo Saka,Ollie Watkins,230.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",32,sequential,72.0,62.0,10.0,Bukayo Saka,2,1,2.0,10,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jordan Pickford|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden,Julián Álvarez|Jakub Kiwior|Chris Richards|Đorđe Petrović,Bukayo Saka,Ollie Watkins,302.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",33,sequential,72.0,70.0,2.0,Bukayo Saka,3,1,5.0,9,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jordan Pickford|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden,Julián Álvarez|Jakub Kiwior|Chris Richards|Đorđe Petrović,Bukayo Saka,Ollie Watkins,374.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",34,sequential,80.0,71.0,9.0,Bukayo Saka,5,3,13.0,9,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Bukayo Saka|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden,Anthony Gordon|Chris Richards|Jakub Kiwior|Đorđe Petrović,Bukayo Saka,Ollie Watkins,454.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",35,sequential,66.0,54.0,12.0,Bukayo Saka,2,2,2.0,11,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Erling Haaland|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden,Douglas Luiz Soares de Paulo|Jakub Kiwior|Chris Richards|Đorđe Petrović,Bukayo Saka,Ollie Watkins,520.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",36,sequential,88.0,78.0,10.0,Bukayo Saka,1,1,11.0,11,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Cole Palmer|Erling Haaland|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden,Douglas Luiz Soares de Paulo|Jakub Kiwior|Chris Richards|Đorđe Petrović,Bukayo Saka,Ollie Watkins,608.0
"ARIMA(1,0,1)","ARIMA(1,0,1) | two_stage | fixed_split | xi_cap=70",37,sequential,85.0,83.0,2.0,Bukayo Saka,0,0,0.0,11,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Douglas Luiz Soares de Paulo|Erling Haaland|Jakub Kiwior|Jordan Pickford|Julián Álvarez|Kieran Trippier|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden|Đorđe Petrović,Anthony Gordon|Bukayo Saka|Chris Richards|Cole Palmer|Erling Haaland|Jordan Pickford|Julián Álvarez|Lewis Dunk|Ollie Watkins|Pedro Porro|Phil Foden,Douglas Luiz Soares de Paulo|Kieran Trippier|Jakub Kiwior|Đorđe Petrović,Bukayo Saka,Ollie Watkins,693.0
